"","CHSI_County_Name","CHSI_State_Name","Brst_Cancer","Col_Cancer","Lung_Cancer"
"2561","Cochran","Texas",-1111.1,32.5,50.3
"2562","Coke","Texas",-1111.1,21.5,67
"2563","Coleman","Texas",16.6,21.3,67
"2564","Collin","Texas",21.1,15.9,48.7
"2565","Collingsworth","Texas",-1111.1,-1111.1,42.8
"2566","Colorado","Texas",38.2,20.8,44.5
"2567","Comal","Texas",24.6,15.7,46.2
"2568","Comanche","Texas",32.2,20.9,58.5
"2569","Concho","Texas",-1111.1,-1111.1,55
"2570","Cooke","Texas",26.4,21.3,61.5
"2571","Coryell","Texas",30.7,15.4,73.8
"2572","Cottle","Texas",-1111.1,-1111.1,58.2
"2573","Crane","Texas",-1111.1,-1111.1,60
"2574","Crockett","Texas",-1111.1,-1111.1,54.5
"2575","Crosby","Texas",24.3,17.3,45.2
"2576","Culberson","Texas",-1111.1,-1111.1,44.7
"2577","Dallam","Texas",-1111.1,-1111.1,59.9
"2578","Dallas","Texas",25.8,20.8,56
"2579","Dawson","Texas",39,19.5,54.5
"2580","Deaf Smith","Texas",23.4,17.8,38
"2581","Delta","Texas",24.7,27.2,66.4
"2582","Denton","Texas",22.9,16.6,50.8
"2583","DeWitt","Texas",29.3,25.8,54
"2584","Dickens","Texas",-1111.1,-1111.1,76.1
"2585","Dimmit","Texas",-1111.1,16.2,36.9
"2586","Donley","Texas",-1111.1,30.9,68.4
"2587","Duval","Texas",14.6,12.7,51.1
"2588","Eastland","Texas",32.8,21,66.4
"2589","Ector","Texas",31.1,17.2,66.8
"2590","Edwards","Texas",-1111.1,-1111.1,67.5
"2591","Ellis","Texas",23.6,18.8,68.8
"2592","El Paso","Texas",26.5,16.8,34.2
"2593","Erath","Texas",12.7,15.3,64.1
"2594","Falls","Texas",29,22.9,66.5
"2595","Fannin","Texas",27.8,21.8,63.1
"2596","Fayette","Texas",23.5,21.4,38.5
"2597","Fisher","Texas",-1111.1,23,46.4
"2598","Floyd","Texas",17.9,17.2,41.2
"2599","Foard","Texas",-1111.1,-1111.1,36
"2600","Fort Bend","Texas",25.2,19.3,47.9
"2601","Franklin","Texas",-1111.1,26.2,63.4
"2602","Freestone","Texas",21.9,20.7,60.1
"2603","Frio","Texas",23.3,15.7,39.7
"2604","Gaines","Texas",31.1,20.1,45.5
"2605","Galveston","Texas",32.1,21.9,66.1
"2606","Garza","Texas",-1111.1,-1111.1,54.7
"2607","Gillespie","Texas",33,15.1,39.6
"2608","Glasscock","Texas",-1111.1,-1111.1,-1111.1
"2609","Goliad","Texas",-1111.1,19.3,55.1
"2610","Gonzales","Texas",24.4,26.8,56.7
"2611","Gray","Texas",31.9,20.1,59
"2612","Grayson","Texas",27.2,23.2,71.2
"2613","Gregg","Texas",25.3,25.8,67.8
"2614","Grimes","Texas",26.9,21.8,64.2
"2615","Guadalupe","Texas",20.4,16.7,49.2
"2616","Hale","Texas",30,14,40.7
"2617","Hall","Texas",-1111.1,22.6,56
"2618","Hamilton","Texas",32.5,20.3,57.3
"2619","Hansford","Texas",33.2,21.4,47.6
"2620","Hardeman","Texas",-1111.1,21.6,49.2
"2621","Hardin","Texas",26.1,16.1,73.6
"2622","Harris","Texas",27.6,19.2,54.6
"2623","Harrison","Texas",24.5,17.9,65.4
"2624","Hartley","Texas",-1111.1,-1111.1,44.6
"2625","Haskell","Texas",-1111.1,15.9,50.2
"2626","Hays","Texas",24.6,19.4,46.1
"2627","Hemphill","Texas",-1111.1,-1111.1,55.7
"2628","Henderson","Texas",21.7,21.8,80.8
"2629","Hidalgo","Texas",16.8,11.3,25.6
"2630","Hill","Texas",17.2,21,65.5
"2631","Hockley","Texas",20.2,22.4,56.7
"2632","Hood","Texas",34.6,24.4,71.1
"2633","Hopkins","Texas",20,26.9,76.4
"2634","Houston","Texas",28,18.3,77.2
"2635","Howard","Texas",30.2,19.6,60.8
"2636","Hudspeth","Texas",-1111.1,-1111.1,57.7
"2637","Hunt","Texas",24.5,21.7,61.5
"2638","Hutchinson","Texas",28.8,19.8,59.3
"2639","Irion","Texas",-1111.1,-1111.1,-1111.1
"2640","Jack","Texas",21.3,23.8,76.4
"2641","Jackson","Texas",27.5,22.9,62.8
"2642","Jasper","Texas",28.9,18.7,65.9
"2643","Jeff Davis","Texas",-1111.1,-1111.1,-1111.1
"2644","Jefferson","Texas",26.8,19.5,59.4
"2645","Jim Hogg","Texas",33.7,22.4,30.4
"2646","Jim Wells","Texas",24.7,19.1,44
"2647","Johnson","Texas",18.6,21.3,68.5
"2648","Jones","Texas",22.4,19.1,59.7
"2649","Karnes","Texas",18.4,26.7,49.3
"2650","Kaufman","Texas",22.3,23,73.2
"2651","Kendall","Texas",29.1,18.5,52.8
"2652","Kenedy","Texas",-1111.1,-1111.1,-1111.1
"2653","Kent","Texas",-1111.1,-1111.1,90.1
"2654","Kerr","Texas",34.8,14.8,57.4
"2655","Kimble","Texas",-1111.1,19.4,47.1
"2656","King","Texas",-1111.1,-1111.1,-1111.1
"2657","Kinney","Texas",-1111.1,-1111.1,52.9
"2658","Kleberg","Texas",30.4,22.1,54.8
"2659","Knox","Texas",-1111.1,21,58.1
"2660","Lamar","Texas",24.5,17.6,74.6
"2661","Lamb","Texas",25.4,17.7,46.5
"2662","Lampasas","Texas",17.3,22.2,78.4
"2663","La Salle","Texas",-1111.1,25.8,35.7
"2664","Lavaca","Texas",26.5,19.9,49.3
"2665","Lee","Texas",31.3,24.4,47.4
"2666","Leon","Texas",35.2,23.6,70
"2667","Liberty","Texas",30,28.7,97.2
"2668","Limestone","Texas",34.1,23.8,69.4
"2669","Lipscomb","Texas",-1111.1,-1111.1,48.4
"2670","Live Oak","Texas",16.8,18.4,54.7
"2671","Llano","Texas",23,20.3,63.3
"2672","Loving","Texas",-1111.1,-1111.1,-1111.1
"2673","Lubbock","Texas",20.8,17.8,54.6
"2674","Lynn","Texas",-1111.1,19.5,41
"2675","McCulloch","Texas",28,29.5,76.5
"2676","McLennan","Texas",25.6,24,63.9
"2677","McMullen","Texas",-1111.1,-1111.1,-1111.1
"2678","Madison","Texas",26.3,24.6,57.1
"2679","Marion","Texas",28.3,21,70.6
"2680","Martin","Texas",-1111.1,-1111.1,65
"2681","Mason","Texas",36.4,16.9,55.4
"2682","Matagorda","Texas",29.2,22.2,67.4
"2683","Maverick","Texas",18.1,12.8,28.4
"2684","Medina","Texas",20.9,15.5,47.5
"2685","Menard","Texas",-1111.1,24,73.1
"2686","Midland","Texas",23.6,19.4,56.6
"2687","Milam","Texas",24.7,18.5,56.2
"2688","Mills","Texas",-1111.1,19.3,48.3
"2689","Mitchell","Texas",28.8,19.4,67.5
"2690","Montague","Texas",36.8,25.7,79.2
"2691","Montgomery","Texas",28,21.9,64.2
"2692","Moore","Texas",22.4,15.5,51.9
"2693","Morris","Texas",32.2,25,77.1
"2694","Motley","Texas",-1111.1,-1111.1,70.5
"2695","Nacogdoches","Texas",21.5,25.6,63.4
"2696","Navarro","Texas",24.6,26.5,76.6
"2697","Newton","Texas",20.8,20.4,69.1
"2698","Nolan","Texas",24.1,20.4,60.4
"2699","Nueces","Texas",25.1,16.7,53.7
"2700","Ochiltree","Texas",-1111.1,24,38.4
"2701","Oldham","Texas",-1111.1,-1111.1,71.3
"2702","Orange","Texas",22.2,16.9,81.9
"2703","Palo Pinto","Texas",28.9,24.2,81.2
"2704","Panola","Texas",24.8,19.4,74
"2705","Parker","Texas",23.5,17.7,69.4
"2706","Parmer","Texas",25.6,17.6,29.2
"2707","Pecos","Texas",30.5,19.5,41.7
"2708","Polk","Texas",30,17.3,80.7
"2709","Potter","Texas",27.6,20.2,68.4
"2710","Presidio","Texas",-1111.1,15.2,25.7
"2711","Rains","Texas",23.4,17.9,89.7
"2712","Randall","Texas",29.3,16.6,45.5
"2713","Reagan","Texas",-1111.1,-1111.1,62
"2714","Real","Texas",-1111.1,23.4,62.2
"2715","Red River","Texas",31.3,29.5,72.6
"2716","Reeves","Texas",19.6,13,58
"2717","Refugio","Texas",29.5,14.9,70.9
"2718","Roberts","Texas",-1111.1,-1111.1,-1111.1
"2719","Robertson","Texas",30.1,22.3,70.5
"2720","Rockwall","Texas",20.6,19.3,60.5
"2721","Runnels","Texas",26.8,18,66.3
"2722","Rusk","Texas",22.2,22.6,63
"2723","Sabine","Texas",29.7,23.7,72.1
"2724","San Augustine","Texas",15.4,30.7,65.4
"2725","San Jacinto","Texas",28,20.3,78.7
"2726","San Patricio","Texas",22,20.7,64.5
"2727","San Saba","Texas",-1111.1,18.4,37
"2728","Schleicher","Texas",-1111.1,-1111.1,72.1
"2729","Scurry","Texas",28.3,17.2,60.1
"2730","Shackelford","Texas",-1111.1,28.6,80.4
"2731","Shelby","Texas",20.7,24.5,76.8
"2732","Sherman","Texas",-1111.1,-1111.1,64.1
"2733","Smith","Texas",25.2,21.1,54.2
"2734","Somervell","Texas",36.7,16.2,62.8
"2735","Starr","Texas",13.9,9,21.8
"2736","Stephens","Texas",23.1,27.8,76.5
"2737","Sterling","Texas",-1111.1,-1111.1,-1111.1
"2738","Stonewall","Texas",-1111.1,-1111.1,78.5
"2739","Sutton","Texas",-1111.1,34.6,51
"2740","Swisher","Texas",32.5,22.5,36
"2741","Tarrant","Texas",25.4,18,57
"2742","Taylor","Texas",27.7,21.1,55.4
"2743","Terrell","Texas",-1111.1,-1111.1,-1111.1
"2744","Terry","Texas",23.9,17.4,46.9
"2745","Throckmorton","Texas",-1111.1,-1111.1,53.7
"2746","Titus","Texas",30.8,27,61.1
"2747","Tom Green","Texas",19.3,22,57.1
"2748","Travis","Texas",23.6,18.4,45.3
"2749","Trinity","Texas",24.8,12.9,71.4
"2750","Tyler","Texas",24.2,20.6,73
"2751","Upshur","Texas",30.5,20.5,81
"2752","Upton","Texas",-1111.1,-1111.1,45.4
"2753","Uvalde","Texas",25.5,14.1,57.6
"2754","Val Verde","Texas",24.3,16.6,30.2
"2755","Van Zandt","Texas",24.4,20.8,66.3
"2756","Victoria","Texas",21.8,19.8,60.2
"2757","Walker","Texas",20.8,19.2,63.9
"2758","Waller","Texas",41,17.6,59.8
"2759","Ward","Texas",23.6,27.2,63.6
"2760","Washington","Texas",25.4,20.3,47.1
"2761","Webb","Texas",15.7,11.5,25.5
"2762","Wharton","Texas",23.7,16.4,56.6
"2763","Wheeler","Texas",26.1,23.7,58.7
"2764","Wichita","Texas",23.1,25.5,77.5
"2765","Wilbarger","Texas",27.3,24.5,55.9
"2766","Willacy","Texas",22,10.6,37.2
"2767","Williamson","Texas",21.6,14.1,47
"2768","Wilson","Texas",17.5,20.6,45.6
"2769","Winkler","Texas",28.3,22.3,53.1
"2770","Wise","Texas",27.6,18.3,73.8
"2771","Wood","Texas",19.4,19.8,69.3
"2772","Yoakum","Texas",36.8,25.7,46.7
"2773","Young","Texas",26.1,26.6,61
"2774","Zapata","Texas",-1111.1,-1111.1,23
"2775","Zavala","Texas",19.2,16.6,24.9
"2776","Beaver","Utah",-1111.1,20.1,51.1
"2777","Box Elder","Utah",28.3,21,19.6
"2778","Cache","Utah",24.6,16.6,11.7
"2779","Carbon","Utah",18.7,22.9,36.4
"2780","Daggett","Utah",-1111.1,-1111.1,-1111.1
"2781","Davis","Utah",24,16.9,25.3
"2782","Duchesne","Utah",18.7,19.1,33.1
"2783","Emery","Utah",-1111.1,17.3,26.8
"2784","Garfield","Utah",-1111.1,-1111.1,-1111.1
"2785","Grand","Utah",-1111.1,15.9,59.8
"2786","Iron","Utah",18.8,13.6,27.8
"2787","Juab","Utah",34.3,-1111.1,17.3
"2788","Kane","Utah",30.3,17.3,29.1
"2789","Millard","Utah",25.4,19.8,17.2
"2790","Morgan","Utah",-1111.1,-1111.1,21.9
"2791","Piute","Utah",-1111.1,-1111.1,-1111.1
"2792","Rich","Utah",-1111.1,-1111.1,-1111.1
"2793","Salt Lake","Utah",23.3,13.7,26.2
"2794","San Juan","Utah",-1111.1,-1111.1,19.1
"2795","Sanpete","Utah",25.5,15.1,26.8
"2796","Sevier","Utah",25.8,23,22.1
"2797","Summit","Utah",31.5,11.9,24.2
"2798","Tooele","Utah",24.1,15.9,39.6
"2799","Uintah","Utah",19.8,19.5,37.9
"2800","Utah","Utah",23.7,16.2,15.5
"2801","Wasatch","Utah",28,19.5,19.8
"2802","Washington","Utah",21.1,13.3,23.2
"2803","Wayne","Utah",-1111.1,-1111.1,-1111.1
"2804","Weber","Utah",23,12.2,29.2
"2805","Addison","Vermont",23.5,14.6,50.6
"2806","Bennington","Vermont",24.6,18.4,56.1
"2807","Caledonia","Vermont",33.1,21.7,51.6
"2808","Chittenden","Vermont",28,22,46.3
"2809","Essex","Vermont",34.6,40.2,57.7
"2810","Franklin","Vermont",29.4,26.4,62.4
"2811","Grand Isle","Vermont",-1111.1,14.9,49.1
"2812","Lamoille","Vermont",33.6,21.8,47.1
"2813","Orange","Vermont",17.3,18.6,48.6
"2814","Orleans","Vermont",26.8,22.1,48.3
"2815","Rutland","Vermont",20.6,18.7,55.9
"2816","Washington","Vermont",25.3,21.1,52.9
"2817","Windham","Vermont",31.9,21.1,56.8
"2818","Windsor","Vermont",23.9,20.5,44.6
"2819","Accomack","Virginia",45.7,21,67.1
"2820","Albemarle","Virginia",24.5,18.3,43.8
"2821","Alleghany","Virginia",20.8,22.8,53.8
"2822","Amelia","Virginia",33,26.5,70.1
"2823","Amherst","Virginia",20.5,22.1,55.7
"2824","Appomattox","Virginia",23.4,28.8,53.2
"2825","Arlington","Virginia",29.8,13.6,38.1
"2826","Augusta","Virginia",19.6,15.9,50.1
"2827","Bath","Virginia",-1111.1,36.9,49.8
"2828","Bedford","Virginia",27.5,22.5,52.5
"2829","Bland","Virginia",26.9,26,43.9
"2830","Botetourt","Virginia",19.5,16.6,43.7
"2831","Brunswick","Virginia",39.7,26,63.6
"2832","Buchanan","Virginia",35.2,26.4,72.8
"2833","Buckingham","Virginia",29.5,15.8,58.6
"2834","Campbell","Virginia",25.6,23.4,64.6
"2835","Caroline","Virginia",32.5,25.3,68.4
"2836","Carroll","Virginia",19.3,16.1,48.8
"2837","Charles City","Virginia",37.2,17.9,70.6
"2838","Charlotte","Virginia",32.4,28.2,77.9
"2839","Chesterfield","Virginia",32.7,20.2,59.4
"2840","Clarke","Virginia",37.2,27.5,64.1
"2841","Craig","Virginia",-1111.1,-1111.1,59.3
"2842","Culpeper","Virginia",36.5,17.1,54.9
"2843","Cumberland","Virginia",23.4,24.7,57
"2844","Dickenson","Virginia",31.6,17.8,71.2
"2845","Dinwiddie","Virginia",34.5,22.8,70.7
"2846","Essex","Virginia",41.9,33.7,72
"2847","Fairfax","Virginia",24.9,16,37.2
"2848","Fauquier","Virginia",35.7,20.4,54.8
"2849","Floyd","Virginia",17.6,14.5,46.8
"2850","Fluvanna","Virginia",34.4,16.9,51
"2851","Franklin","Virginia",24.3,17.9,54.1
"2852","Frederick","Virginia",23.5,27.1,64.2
"2853","Giles","Virginia",31.1,21.5,71.1
"2854","Gloucester","Virginia",23,21.8,74.9
"2855","Goochland","Virginia",33.1,21.2,62
"2856","Grayson","Virginia",28.1,20.2,57.2
"2857","Greene","Virginia",24.8,14,54.9
"2858","Greensville","Virginia",29.7,26,65.2
"2859","Halifax","Virginia",35.1,25.9,61.1
"2860","Hanover","Virginia",32.2,23.5,57.2
"2861","Henrico","Virginia",29.3,19.2,54.5
"2862","Henry","Virginia",28.5,19.8,46.8
"2863","Highland","Virginia",-1111.1,29.4,53.2
"2864","Isle of Wight","Virginia",24.5,23.6,66.3
"2865","James City","Virginia",18.9,11.6,54.3
"2866","King and Queen","Virginia",-1111.1,28.1,55
"2867","King George","Virginia",22,21.7,70.2
"2868","King William","Virginia",28.6,18.2,61.4
"2869","Lancaster","Virginia",37.3,24.4,68.9
"2870","Lee","Virginia",23.2,21.4,83.2
"2871","Loudoun","Virginia",29,15.5,53.8
"2872","Louisa","Virginia",25.3,27.8,64.6
"2873","Lunenburg","Virginia",42,24,57.7
"2874","Madison","Virginia",31.1,25,45.1
"2875","Mathews","Virginia",40.9,24.1,55.9
"2876","Mecklenburg","Virginia",31.1,24.7,56.2
"2877","Middlesex","Virginia",24.6,19.3,61.5
"2878","Montgomery","Virginia",24.4,20.5,48.6
"2879","Nelson","Virginia",31.7,25.7,58.6
"2880","New Kent","Virginia",26.7,19.4,75.6
"2881","Northampton","Virginia",34.8,25,85.2
"2882","Northumberland","Virginia",23.2,22.4,65.7
"2883","Nottoway","Virginia",34,29,72
"2884","Orange","Virginia",28.3,24.6,58.8
"2885","Page","Virginia",29.5,18.8,56.8
"2886","Patrick","Virginia",20.5,15.8,55.1
"2887","Pittsylvania","Virginia",25.2,21.4,55.6
"2888","Powhatan","Virginia",24,21.1,72.8
"2889","Prince Edward","Virginia",21,20.5,70.2
"2890","Prince George","Virginia",26.7,21.2,62.6
"2891","Prince William","Virginia",26.9,15.9,50.4
"2892","Pulaski","Virginia",29.4,19.8,56.5
"2893","Rappahannock","Virginia",-1111.1,15.9,40.2
"2894","Richmond","Virginia",34.9,33.1,71
"2895","Roanoke","Virginia",17.5,19.2,48
"2896","Rockbridge","Virginia",28,27.3,52
"2897","Rockingham","Virginia",27.8,23.2,47.8
"2898","Russell","Virginia",27.8,22.3,64.2
"2899","Scott","Virginia",28.8,17.8,73.2
"2900","Shenandoah","Virginia",29.2,22,53.8
"2901","Smyth","Virginia",23.3,19.6,74
"2902","Southampton","Virginia",24.1,27.7,64.8
"2903","Spotsylvania","Virginia",29.5,27.5,61.2
"2904","Stafford","Virginia",25,22.9,59.2
"2905","Surry","Virginia",23.8,22.6,75.8
"2906","Sussex","Virginia",34.7,22.9,67.2
"2907","Tazewell","Virginia",24.6,15.8,66.9
"2908","Warren","Virginia",38.4,21.6,73.6
"2909","Washington","Virginia",21.4,19.5,68.8
"2910","Westmoreland","Virginia",25.7,21,82.2
"2911","Wise","Virginia",23.9,25.8,81.2
"2912","Wythe","Virginia",25.8,16.8,58.9
"2913","York","Virginia",29.7,16.6,51.9
"2914","Alexandria City","Virginia",24.4,17.4,46
"2915","Bedford City","Virginia",29.2,30.2,63.5
"2916","Bristol City","Virginia",34,21.6,79.3
"2917","Buena Vista City","Virginia",-1111.1,28.9,82
"2918","Charlottesville City","Virginia",24.5,14.9,59.8
"2919","Chesapeake City","Virginia",31,24.1,65.9
"2920","Colonial Heights City","Virginia",25.4,24.8,73.5
"2921","Covington City","Virginia",21.5,26.8,60.5
"2922","Danville City","Virginia",27.6,22.3,70.9
"2923","Emporia City","Virginia",25.5,27.3,91
"2924","Fairfax City","Virginia",32.4,27.1,58.3
"2925","Falls Church City","Virginia",33.3,15.9,44.6
"2926","Franklin City","Virginia",39.6,31,74
"2927","Fredericksburg City","Virginia",33.2,26,76
"2928","Galax City","Virginia",29.6,27.6,77.7
"2929","Hampton City","Virginia",31.4,25.4,60.1
"2930","Harrisonburg City","Virginia",27.5,17.9,43.2
"2931","Hopewell City","Virginia",28.3,27,90.6
"2932","Lexington City","Virginia",41.1,30.1,69.1
"2933","Lynchburg City","Virginia",25.2,15.9,67
"2934","Manassas City","Virginia",22.1,26.8,64
"2935","Manassas Park City","Virginia",-1111.1,37.3,84
"2936","Martinsville City","Virginia",35.9,24.1,54.2
"2937","Newport News City","Virginia",27.7,19.3,66
"2938","Norfolk City","Virginia",31.8,21,74
"2939","Norton City","Virginia",-1111.1,-1111.1,82.8
"2940","Petersburg City","Virginia",52,39.1,82.9
"2941","Poquoson City","Virginia",41.2,13.7,57.5
"2942","Portsmouth City","Virginia",35.4,25.9,72.1
"2943","Radford City","Virginia",26.7,27.2,77.4
"2944","Richmond City","Virginia",34.4,22.7,72.6
"2945","Roanoke City","Virginia",29.3,22.3,63.4
"2946","Salem City","Virginia",27.7,18.1,63.4
"2947","Staunton City","Virginia",25,22.5,57.5
"2948","Suffolk City","Virginia",37,28.5,72.4
"2949","Virginia Beach City","Virginia",25.6,19.2,61.7
"2950","Waynesboro City","Virginia",25.3,18.8,66.9
"2951","Williamsburg City","Virginia",37.6,26.3,68.2
"2952","Winchester City","Virginia",31.2,23,79.8
"2953","Adams","Washington",16.1,26.2,45.9
"2954","Asotin","Washington",18.3,14.8,56.1
"2955","Benton","Washington",23,19.9,55.9
"2956","Chelan","Washington",17.2,16.2,51.4
"2957","Clallam","Washington",25.7,16.6,50.3
"2958","Clark","Washington",22.9,17.7,55.6
"2959","Columbia","Washington",-1111.1,35.6,76.1
"2960","Cowlitz","Washington",26.9,19.6,69.4
"2961","Douglas","Washington",24.7,14.6,44.8
"2962","Ferry","Washington",-1111.1,25.6,56.6
"2963","Franklin","Washington",18.3,18,72
"2964","Garfield","Washington",-1111.1,-1111.1,72.3
"2965","Grant","Washington",26.2,16.2,62.1
"2966","Grays Harbor","Washington",24.6,23.5,85.3
"2967","Island","Washington",25,17,48.4
"2968","Jefferson","Washington",16.9,15.3,46.8
"2969","King","Washington",23.9,16.2,49.3
"2970","Kitsap","Washington",22.4,17.3,57.4
"2971","Kittitas","Washington",17.7,24.9,51.2
"2972","Klickitat","Washington",23.3,17.1,61.4
"2973","Lewis","Washington",29,15.1,69.6
"2974","Lincoln","Washington",34.4,12,44.2
"2975","Mason","Washington",20.2,19.5,73.8
"2976","Okanogan","Washington",22.8,17.3,51.8
"2977","Pacific","Washington",21.9,24,65
"2978","Pend Oreille","Washington",22.9,18.7,54.6
"2979","Pierce","Washington",24.9,18,62.4
"2980","San Juan","Washington",20.6,11.7,35.7
"2981","Skagit","Washington",29.4,17.5,57.6
"2982","Skamania","Washington",30,24.3,61.1
"2983","Snohomish","Washington",23.6,17,55.6
"2984","Spokane","Washington",24.1,20,55.7
"2985","Stevens","Washington",27.8,14.6,57.5
"2986","Thurston","Washington",24.3,20.1,62
"2987","Wahkiakum","Washington",-1111.1,24,51.4
"2988","Walla Walla","Washington",20.1,19.3,48.5
"2989","Whatcom","Washington",22.2,16.3,46
"2990","Whitman","Washington",20.7,18.2,38.5
"2991","Yakima","Washington",24.8,17.1,53.2
"2992","Barbour","West Virginia",24.4,25.7,66.2
"2993","Berkeley","West Virginia",25.4,23.6,83.1
"2994","Boone","West Virginia",27.7,23,105
"2995","Braxton","West Virginia",28.4,20.4,75.8
"2996","Brooke","West Virginia",31,24.4,67.3
"2997","Cabell","West Virginia",29.3,23.9,72.1
"2998","Calhoun","West Virginia",32.6,26.4,84.7
"2999","Clay","West Virginia",27.5,28.9,83.9
"3000","Doddridge","West Virginia",-1111.1,20.2,74.8
"3001","Fayette","West Virginia",20.8,26.1,84.9
"3002","Gilmer","West Virginia",34,34,77
"3003","Grant","West Virginia",17.6,17.6,44.7
"3004","Greenbrier","West Virginia",29,17.1,63.7
"3005","Hampshire","West Virginia",24.8,25.9,62.4
"3006","Hancock","West Virginia",24,22.6,53.5
"3007","Hardy","West Virginia",18.2,27.5,55.6
"3008","Harrison","West Virginia",22.1,22.6,75.5
"3009","Jackson","West Virginia",26.8,15.9,77.2
"3010","Jefferson","West Virginia",31.9,26.5,72.3
"3011","Kanawha","West Virginia",22,27.3,72.7
"3012","Lewis","West Virginia",23,26.9,70.4
"3013","Lincoln","West Virginia",29.9,19,91.4
"3014","Logan","West Virginia",27.6,31,86.3
"3015","McDowell","West Virginia",46.5,17,87.2
"3016","Marion","West Virginia",31.3,23.4,74.6
"3017","Marshall","West Virginia",17.4,22.2,63.7
"3018","Mason","West Virginia",28.9,23.2,84
"3019","Mercer","West Virginia",30.6,21.1,70.2
"3020","Mineral","West Virginia",28.6,23.3,53.8
"3021","Mingo","West Virginia",33.8,39.7,90.4
"3022","Monongalia","West Virginia",22.2,26.2,63.4
"3023","Monroe","West Virginia",27.6,20.1,60.7
"3024","Morgan","West Virginia",19.4,23.8,65.5
"3025","Nicholas","West Virginia",17,29.6,62.6
"3026","Ohio","West Virginia",25.2,28,70.9
"3027","Pendleton","West Virginia",-1111.1,19.7,32.9
"3028","Pleasants","West Virginia",22.6,16.5,73.2
"3029","Pocahontas","West Virginia",20.2,16.6,63.3
"3030","Preston","West Virginia",18.5,22,57.2
"3031","Putnam","West Virginia",30.5,21.5,66.5
"3032","Raleigh","West Virginia",22.3,22.9,63.4
"3033","Randolph","West Virginia",15.7,19.2,61.5
"3034","Ritchie","West Virginia",28.8,24.7,65.4
"3035","Roane","West Virginia",30.2,19.5,71.2
"3036","Summers","West Virginia",29.3,18.7,72.9
"3037","Taylor","West Virginia",31,29.6,73.5
"3038","Tucker","West Virginia",34.1,33,53.9
"3039","Tyler","West Virginia",36.7,27.3,77
"3040","Upshur","West Virginia",24.6,21.3,59.5
"3041","Wayne","West Virginia",23.3,27.8,76.5
"3042","Webster","West Virginia",29.2,24.2,69.2
"3043","Wetzel","West Virginia",19.9,28.7,71.2
"3044","Wirt","West Virginia",-1111.1,-1111.1,82.7
"3045","Wood","West Virginia",19,18.1,61.6
"3046","Wyoming","West Virginia",23.3,22.3,84
"3047","Adams","Wisconsin",32.3,22.8,63.7
"3048","Ashland","Wisconsin",23.8,23.5,51.8
"3049","Barron","Wisconsin",23,18.8,47.1
"3050","Bayfield","Wisconsin",42.5,25.8,56.5
"3051","Brown","Wisconsin",22.5,17.9,42.9
"3052","Buffalo","Wisconsin",25,21.2,40.9
"3053","Burnett","Wisconsin",27.4,30.7,52.9
"3054","Calumet","Wisconsin",20,19.3,33.6
"3055","Chippewa","Wisconsin",25.3,17.6,46.9
"3056","Clark","Wisconsin",17.2,18.2,31.6
"3057","Columbia","Wisconsin",28.5,18.5,48
"3058","Crawford","Wisconsin",25.3,25.7,49.5
"3059","Dane","Wisconsin",27.4,16.4,43.6
"3060","Dodge","Wisconsin",31.3,23.9,46.2
"3061","Door","Wisconsin",21.8,22.6,40.8
"3062","Douglas","Wisconsin",22.2,25.5,71.2
"3063","Dunn","Wisconsin",21.8,13.2,35.5
"3064","Eau Claire","Wisconsin",20.6,22.5,40.8
"3065","Florence","Wisconsin",28.9,-1111.1,49.1
"3066","Fond du Lac","Wisconsin",24.1,21.7,44.3
"3067","Forest","Wisconsin",20.1,16.7,63.5
"3068","Grant","Wisconsin",28.6,21.3,40.5
"3069","Green","Wisconsin",24.2,26.1,37.5
"3070","Green Lake","Wisconsin",25,19.5,48.5
"3071","Iowa","Wisconsin",28.1,23.3,45.2
"3072","Iron","Wisconsin",31.7,11.4,57.7
"3073","Jackson","Wisconsin",33,22.4,47.7
"3074","Jefferson","Wisconsin",20.7,21.8,51.3
"3075","Juneau","Wisconsin",29.8,25.6,68.8
"3076","Kenosha","Wisconsin",25.8,18,58.6
"3077","Kewaunee","Wisconsin",23,22.4,32.1
"3078","La Crosse","Wisconsin",28.5,18.6,52.4
"3079","Lafayette","Wisconsin",20.8,28.9,47.4
"3080","Langlade","Wisconsin",23,19.6,49.7
"3081","Lincoln","Wisconsin",20.9,15.6,52.6
"3082","Manitowoc","Wisconsin",25.5,16.9,41.4
"3083","Marathon","Wisconsin",23,15.9,44.6
"3084","Marinette","Wisconsin",22.6,18.1,55.9
"3085","Marquette","Wisconsin",29.8,18.6,60
"3086","Menominee","Wisconsin",-1111.1,43.4,102.8
"3087","Milwaukee","Wisconsin",27.3,20.3,57
"3088","Monroe","Wisconsin",25.1,17.4,52.9
"3089","Oconto","Wisconsin",32.1,23.5,52.6
"3090","Oneida","Wisconsin",26.8,19.1,46.7
"3091","Outagamie","Wisconsin",19.9,21.3,41.4
"3092","Ozaukee","Wisconsin",31.6,20.6,42.6
"3093","Pepin","Wisconsin",-1111.1,23.8,45.5
"3094","Pierce","Wisconsin",28.6,20.2,49.8
"3095","Polk","Wisconsin",25.4,17.8,44.3
"3096","Portage","Wisconsin",24.4,15.5,46.3
"3097","Price","Wisconsin",25.8,19.4,43.4
"3098","Racine","Wisconsin",18.1,17.8,55.1
