"","CHSI_County_Name","CHSI_State_Name","Brst_Cancer","Col_Cancer","Lung_Cancer"
"559","Bonneville","Idaho",18.9,15.1,30.8
"560","Boundary","Idaho",31.3,-1111.1,58.6
"561","Butte","Idaho",-1111.1,-1111.1,36.6
"562","Camas","Idaho",-1111.1,-1111.1,-1111.1
"563","Canyon","Idaho",18.5,15,44.3
"564","Caribou","Idaho",25.6,-1111.1,23.7
"565","Cassia","Idaho",22.4,21.9,33.4
"566","Clark","Idaho",-1111.1,-1111.1,-1111.1
"567","Clearwater","Idaho",28.3,-1111.1,47.4
"568","Custer","Idaho",-1111.1,-1111.1,40.2
"569","Elmore","Idaho",30.8,16,58.7
"570","Franklin","Idaho",31.6,12.3,14.7
"571","Fremont","Idaho",24.8,10.1,27.4
"572","Gem","Idaho",24.7,23.9,51
"573","Gooding","Idaho",23.9,12.1,46.3
"574","Idaho","Idaho",22.8,18.6,43.1
"575","Jefferson","Idaho",26.1,17.7,27.9
"576","Jerome","Idaho",20.6,17.2,48.6
"577","Kootenai","Idaho",25.7,20.1,52.4
"578","Latah","Idaho",31.1,12.7,38
"579","Lemhi","Idaho",28.9,23.5,42.1
"580","Lewis","Idaho",39.3,-1111.1,48.6
"581","Lincoln","Idaho",-1111.1,-1111.1,47.7
"582","Madison","Idaho",33,14.3,12.4
"583","Minidoka","Idaho",27.5,20,29.5
"584","Nez Perce","Idaho",31.4,15.4,63.2
"585","Oneida","Idaho",-1111.1,22.9,-1111.1
"586","Owyhee","Idaho",-1111.1,17.4,49.7
"587","Payette","Idaho",25.3,15,57.7
"588","Power","Idaho",29.2,15.5,36.6
"589","Shoshone","Idaho",34.6,17.4,83.6
"590","Teton","Idaho",-1111.1,-1111.1,-1111.1
"591","Twin Falls","Idaho",27.5,17.4,44
"592","Valley","Idaho",26,11.7,51.3
"593","Washington","Idaho",22.9,21.6,56.2
"594","Adams","Illinois",22.4,22.9,57.5
"595","Alexander","Illinois",30.3,33.1,77
"596","Bond","Illinois",31.8,20.9,57.5
"597","Boone","Illinois",22.1,29.5,44.5
"598","Brown","Illinois",31.5,29.1,59.5
"599","Bureau","Illinois",27.5,20.7,61.3
"600","Calhoun","Illinois",-1111.1,26.7,52.3
"601","Carroll","Illinois",29.8,25.8,65.2
"602","Cass","Illinois",34.3,27.3,61.4
"603","Champaign","Illinois",29,19.3,59.5
"604","Christian","Illinois",22.8,24,76.4
"605","Clark","Illinois",22.1,24.9,54.1
"606","Clay","Illinois",29.7,21.8,65.1
"607","Clinton","Illinois",26.4,23.2,54
"608","Coles","Illinois",23.5,23.5,65.4
"609","Cook","Illinois",28.1,22.6,54.2
"610","Crawford","Illinois",32.2,30.8,56.1
"611","Cumberland","Illinois",15.3,29.3,66.1
"612","DeKalb","Illinois",35,20.3,51.7
"613","De Witt","Illinois",28.6,20.7,66.5
"614","Douglas","Illinois",29.2,20.2,57.8
"615","DuPage","Illinois",28.7,18.6,46.8
"616","Edgar","Illinois",21.3,26.5,68.3
"617","Edwards","Illinois",-1111.1,28.4,62.5
"618","Effingham","Illinois",23,22.1,52.8
"619","Fayette","Illinois",20.2,23.2,52.2
"620","Ford","Illinois",21.4,27.8,52.7
"621","Franklin","Illinois",27,30,78.7
"622","Fulton","Illinois",21.4,23.1,61.8
"623","Gallatin","Illinois",42.6,22,69.7
"624","Greene","Illinois",23.5,32.3,61.5
"625","Grundy","Illinois",30.5,26.3,60.5
"626","Hamilton","Illinois",17.3,28.7,69.9
"627","Hancock","Illinois",25,27.5,58
"628","Hardin","Illinois",-1111.1,25,85.8
"629","Henderson","Illinois",34.9,17.7,59.7
"630","Henry","Illinois",26.1,24.3,51.2
"631","Iroquois","Illinois",24.8,27.8,52.4
"632","Jackson","Illinois",24.8,25.4,54.7
"633","Jasper","Illinois",17.1,24.6,64.9
"634","Jefferson","Illinois",34.7,25.6,54.4
"635","Jersey","Illinois",24.2,23,49.8
"636","Jo Daviess","Illinois",30.4,16.4,53.5
"637","Johnson","Illinois",28.4,25,65.2
"638","Kane","Illinois",31,21.3,56
"639","Kankakee","Illinois",27.4,19.3,66.4
"640","Kendall","Illinois",33,23.5,53.2
"641","Knox","Illinois",24.7,21.5,65.8
"642","Lake","Illinois",27.6,18.4,52.5
"643","La Salle","Illinois",22.7,24,65.3
"644","Lawrence","Illinois",28.7,23.3,65
"645","Lee","Illinois",29.9,24.8,57.7
"646","Livingston","Illinois",23.4,19.6,50.1
"647","Logan","Illinois",17,27.2,53
"648","McDonough","Illinois",18,24,56.2
"649","McHenry","Illinois",29.5,25.5,55.8
"650","McLean","Illinois",24.5,20.3,54.8
"651","Macon","Illinois",22.7,21.7,64.2
"652","Macoupin","Illinois",17.9,19.9,61.3
"653","Madison","Illinois",25,22.8,64.4
"654","Marion","Illinois",26.5,23.8,60.9
"655","Marshall","Illinois",28,23.8,57.1
"656","Mason","Illinois",30.1,28.9,64
"657","Massac","Illinois",13.4,26,67.4
"658","Menard","Illinois",33.3,23.3,50.8
"659","Mercer","Illinois",12.8,14.1,52.3
"660","Monroe","Illinois",25.1,28.5,45.2
"661","Montgomery","Illinois",22.5,25.3,67.8
"662","Morgan","Illinois",17.1,23,68.1
"663","Moultrie","Illinois",35.2,19.5,53.8
"664","Ogle","Illinois",19.3,21.6,59.2
"665","Peoria","Illinois",21.2,22.1,66.1
"666","Perry","Illinois",37.3,24.1,58.2
"667","Piatt","Illinois",20.5,23.2,55.1
"668","Pike","Illinois",28.6,25.7,60.6
"669","Pope","Illinois",-1111.1,25.3,55
"670","Pulaski","Illinois",29.5,28.3,70.7
"671","Putnam","Illinois",46.7,26.3,54.2
"672","Randolph","Illinois",27.1,22.5,56.1
"673","Richland","Illinois",24.1,23.7,58.9
"674","Rock Island","Illinois",27.9,16.5,54.9
"675","St. Clair","Illinois",27.2,23.5,69.6
"676","Saline","Illinois",18.8,24.8,88.5
"677","Sangamon","Illinois",30.2,22.8,60
"678","Schuyler","Illinois",31.3,23.8,65.4
"679","Scott","Illinois",-1111.1,28.6,53.4
"680","Shelby","Illinois",29.3,20.8,48.4
"681","Stark","Illinois",-1111.1,22.5,63.9
"682","Stephenson","Illinois",20.9,17.1,51.9
"683","Tazewell","Illinois",24.6,21.6,57.6
"684","Union","Illinois",22,26.5,69.2
"685","Vermilion","Illinois",23.8,21.8,75.7
"686","Wabash","Illinois",28.3,26.2,68.5
"687","Warren","Illinois",27.3,29.9,54
"688","Washington","Illinois",28.1,26.1,44.8
"689","Wayne","Illinois",23.9,17.6,62.4
"690","White","Illinois",17.7,25.9,66.2
"691","Whiteside","Illinois",27.1,19.5,55.6
"692","Will","Illinois",26.4,21.2,55.1
"693","Williamson","Illinois",31.5,24.2,61.7
"694","Winnebago","Illinois",25.9,17.6,62.2
"695","Woodford","Illinois",19.5,16.7,38.1
"696","Adams","Indiana",26.2,21,38.4
"697","Allen","Indiana",26.6,22.8,54.7
"698","Bartholomew","Indiana",27,18.3,56.8
"699","Benton","Indiana",17.9,21.5,64.8
"700","Blackford","Indiana",36.1,25.9,53.6
"701","Boone","Indiana",30.1,19.8,55.6
"702","Brown","Indiana",41.2,19.1,64.8
"703","Carroll","Indiana",21.4,20.9,51.7
"704","Cass","Indiana",16.1,37,66.9
"705","Clark","Indiana",29.8,26,85.7
"706","Clay","Indiana",28.4,21.3,71.9
"707","Clinton","Indiana",20.9,22,60
"708","Crawford","Indiana",22.9,24.2,66.9
"709","Daviess","Indiana",23.1,18.3,61.8
"710","Dearborn","Indiana",22.2,28.7,77.8
"711","Decatur","Indiana",20.3,17.6,68.3
"712","De Kalb","Indiana",34.5,25.3,54.4
"713","Delaware","Indiana",29.5,19.5,69
"714","Dubois","Indiana",27.3,17.9,42.1
"715","Elkhart","Indiana",25.4,14.2,58.2
"716","Fayette","Indiana",35.4,19.9,68.8
"717","Floyd","Indiana",28.8,22.9,71.6
"718","Fountain","Indiana",41.3,24.9,69.9
"719","Franklin","Indiana",15.4,30,44.2
"720","Fulton","Indiana",35.2,25.1,66.5
"721","Gibson","Indiana",23.3,33.5,53.2
"722","Grant","Indiana",29.3,20.7,68.4
"723","Greene","Indiana",18.8,25.5,68.5
"724","Hamilton","Indiana",16.6,16.6,50.2
"725","Hancock","Indiana",17.3,16.6,61.4
"726","Harrison","Indiana",35.2,18.6,73.8
"727","Hendricks","Indiana",23.8,21.2,58.2
"728","Henry","Indiana",27.9,18.5,66.8
"729","Howard","Indiana",26.6,23.7,66
"730","Huntington","Indiana",31.1,24.5,60
"731","Jackson","Indiana",24.6,20.3,67.1
"732","Jasper","Indiana",28.6,30,68.4
"733","Jay","Indiana",23.1,23.7,59
"734","Jefferson","Indiana",25.9,27,70.7
"735","Jennings","Indiana",20,26.8,81.8
"736","Johnson","Indiana",25,17,55.3
"737","Knox","Indiana",25.7,22.8,61.3
"738","Kosciusko","Indiana",27.7,21.4,55.3
"739","Lagrange","Indiana",20.2,24,52.9
"740","Lake","Indiana",33.2,23.8,61.7
"741","La Porte","Indiana",27.2,22.6,66.6
"742","Lawrence","Indiana",21.4,20.3,71.5
"743","Madison","Indiana",22,16.5,72.4
"744","Marion","Indiana",27.4,21.1,78.9
"745","Marshall","Indiana",34.2,22.3,57.8
"746","Martin","Indiana",24.4,32.8,58.1
"747","Miami","Indiana",29.2,23.8,63.7
"748","Monroe","Indiana",26.7,15.9,56.5
"749","Montgomery","Indiana",21.2,23.1,56.2
"750","Morgan","Indiana",21.6,20.9,75.7
"751","Newton","Indiana",20,26.1,71.4
"752","Noble","Indiana",31.3,22.7,72.4
"753","Ohio","Indiana",-1111.1,17.9,94.4
"754","Orange","Indiana",24.1,19,68.4
"755","Owen","Indiana",24.1,21.9,76.1
"756","Parke","Indiana",27.5,22,66.4
"757","Perry","Indiana",25.2,29.3,58.6
"758","Pike","Indiana",27,20.2,62.7
"759","Porter","Indiana",25.5,19.9,59
"760","Posey","Indiana",33.9,13.6,61.5
"761","Pulaski","Indiana",30.9,24.5,50.5
"762","Putnam","Indiana",30.7,20.4,76.9
"763","Randolph","Indiana",25.5,18.8,57.4
"764","Ripley","Indiana",29.8,24.5,55.8
"765","Rush","Indiana",23.2,21.1,70.3
"766","St. Joseph","Indiana",25.9,21.4,58.9
"767","Scott","Indiana",31.1,29,91.2
"768","Shelby","Indiana",28.2,16.2,66.8
"769","Spencer","Indiana",22.8,16,57.5
"770","Starke","Indiana",32.2,24,76.9
"771","Steuben","Indiana",27.6,21.3,60.5
"772","Sullivan","Indiana",31,31,77.3
"773","Switzerland","Indiana",-1111.1,27.4,77.1
"774","Tippecanoe","Indiana",18.9,22.7,62.9
"775","Tipton","Indiana",27.7,21.9,58.4
"776","Union","Indiana",33.9,21.1,58.5
"777","Vanderburgh","Indiana",26,21.3,67.8
"778","Vermillion","Indiana",31.9,28.1,69
"779","Vigo","Indiana",28.9,28,75.1
"780","Wabash","Indiana",27,22.5,58
"781","Warren","Indiana",22.4,25.5,66.5
"782","Warrick","Indiana",24.6,21.3,69.2
"783","Washington","Indiana",21.6,17.6,69.2
"784","Wayne","Indiana",26,15.6,74.9
"785","Wells","Indiana",20.5,17.9,44.3
"786","White","Indiana",17.9,16.7,55
"787","Whitley","Indiana",27,26.1,55.6
"788","Adair","Iowa",21.7,28.5,44.8
"789","Adams","Iowa",32.5,19.1,50.4
"790","Allamakee","Iowa",28.7,27.7,38.7
"791","Appanoose","Iowa",20.8,27.3,42.6
"792","Audubon","Iowa",-1111.1,16.4,41.8
"793","Benton","Iowa",12,24.8,47.3
"794","Black Hawk","Iowa",20.2,17.9,50.6
"795","Boone","Iowa",21.1,13.2,52.7
"796","Bremer","Iowa",27.3,20.1,39.3
"797","Buchanan","Iowa",36.6,23.3,49.8
"798","Buena Vista","Iowa",26.6,29.2,33.6
"799","Butler","Iowa",28.7,21.3,38.9
"800","Calhoun","Iowa",18.9,22,48.4
"801","Carroll","Iowa",29.9,27.1,48.9
"802","Cass","Iowa",18.5,20.5,50.3
"803","Cedar","Iowa",25.8,20.5,41.1
"804","Cerro Gordo","Iowa",20.9,14.4,57.8
"805","Cherokee","Iowa",28.8,20.4,38.7
"806","Chickasaw","Iowa",25.6,19.9,56.2
"807","Clarke","Iowa",32.2,20.5,38.4
"808","Clay","Iowa",30.7,22.3,38.1
"809","Clayton","Iowa",27.6,28.3,42.3
"810","Clinton","Iowa",23.7,21.1,56.2
"811","Crawford","Iowa",17.7,26.4,39.8
"812","Dallas","Iowa",30.2,19.1,63.1
"813","Davis","Iowa",-1111.1,23.5,49
"814","Decatur","Iowa",31.1,32.8,40.7
"815","Delaware","Iowa",26,34.5,44.5
"816","Des Moines","Iowa",23,17.7,65.7
"817","Dickinson","Iowa",30.5,22.7,49.8
"818","Dubuque","Iowa",17.9,17.5,54.8
"819","Emmet","Iowa",34.2,20.3,47.5
"820","Fayette","Iowa",24.5,21.1,52.3
"821","Floyd","Iowa",28.3,21.2,52.6
"822","Franklin","Iowa",26.7,21.8,37.8
"823","Fremont","Iowa",46.9,28.9,62.3
"824","Greene","Iowa",24.1,24.4,45.4
"825","Grundy","Iowa",33.9,20.9,36.2
"826","Guthrie","Iowa",20.3,23.1,51.3
"827","Hamilton","Iowa",26.4,18.5,59.4
"828","Hancock","Iowa",17.8,24.5,46.6
"829","Hardin","Iowa",32.7,19.6,48.1
"830","Harrison","Iowa",24.2,30.6,55.4
"831","Henry","Iowa",25.9,21.9,53.7
"832","Howard","Iowa",44.8,28.6,31.8
"833","Humboldt","Iowa",23.3,21.6,44.2
"834","Ida","Iowa",31.3,25.8,34
"835","Iowa","Iowa",30.8,21,46.3
"836","Jackson","Iowa",18.6,27.1,56.2
"837","Jasper","Iowa",21.7,19.8,59.5
"838","Jefferson","Iowa",31.8,17.1,40.3
"839","Johnson","Iowa",29.1,20.8,47.3
"840","Jones","Iowa",24.6,24.5,52.4
"841","Keokuk","Iowa",13.6,22.5,55.6
"842","Kossuth","Iowa",30.5,20.1,39
"843","Lee","Iowa",28.6,20.5,63.8
"844","Linn","Iowa",21,18.8,58.5
"845","Louisa","Iowa",21,26.1,50.2
"846","Lucas","Iowa",14.9,18.2,59.2
"847","Lyon","Iowa",33.8,24.7,35.2
"848","Madison","Iowa",33.8,21.4,48.1
"849","Mahaska","Iowa",31.7,21,59.1
"850","Marion","Iowa",26.2,15.7,51.4
"851","Marshall","Iowa",23.4,24.5,64.2
"852","Mills","Iowa",33.4,26.5,52.3
"853","Mitchell","Iowa",29,22,40.8
"854","Monona","Iowa",19.7,23.6,60.9
"855","Monroe","Iowa",27.6,22.3,57.5
"856","Montgomery","Iowa",25.2,21.1,54.8
"857","Muscatine","Iowa",27.3,24.3,56.6
"858","O'Brien","Iowa",32,20.5,40.2
"859","Osceola","Iowa",19.1,13.8,43.3
"860","Page","Iowa",24,21.5,57.5
"861","Palo Alto","Iowa",31.3,27.7,47.2
"862","Plymouth","Iowa",28.7,24.1,41.3
"863","Pocahontas","Iowa",17.2,23,49.8
"864","Polk","Iowa",26.8,18.9,56.8
"865","Pottawattamie","Iowa",23.7,26.2,65.1
"866","Poweshiek","Iowa",24.3,28.4,43.8
"867","Ringgold","Iowa",14.5,21.3,47.9
"868","Sac","Iowa",32.9,29.7,40.6
"869","Scott","Iowa",24.6,20.3,59.4
"870","Shelby","Iowa",16,26.6,37.4
"871","Sioux","Iowa",25.2,22.1,27.6
"872","Story","Iowa",20,19.6,40
"873","Tama","Iowa",34.7,22.4,43.7
"874","Taylor","Iowa",39.3,23.7,34.9
"875","Union","Iowa",26.4,26.3,54.9
"876","Van Buren","Iowa",41.8,26.3,46.2
"877","Wapello","Iowa",28.2,23.1,60.9
"878","Warren","Iowa",31.9,19.3,41.7
"879","Washington","Iowa",20.4,25.2,32.3
"880","Wayne","Iowa",29.4,32.3,57.2
"881","Webster","Iowa",28.8,20.8,59.8
"882","Winnebago","Iowa",28.6,16.5,37.2
"883","Winneshiek","Iowa",19.4,26.1,38.3
"884","Woodbury","Iowa",21.4,17.4,59.4
"885","Worth","Iowa",20.1,15.6,47.8
"886","Wright","Iowa",28.2,23.7,49.8
"887","Allen","Kansas",26.6,30.2,63.5
"888","Anderson","Kansas",37,29.9,56.4
"889","Atchison","Kansas",35.2,22.8,64.6
"890","Barber","Kansas",26.1,17.8,56.8
"891","Barton","Kansas",23.6,22.7,51.2
"892","Bourbon","Kansas",19.7,25.9,48.6
"893","Brown","Kansas",33.1,23,42.5
"894","Butler","Kansas",19.4,15,59.3
"895","Chase","Kansas",-1111.1,36.5,88.1
"896","Chautauqua","Kansas",33.2,12.4,64.3
"897","Cherokee","Kansas",29.5,25.3,73.4
"898","Cheyenne","Kansas",-1111.1,24.9,22.2
"899","Clark","Kansas",-1111.1,-1111.1,47.2
"900","Clay","Kansas",24.5,15,47.9
"901","Cloud","Kansas",18.5,20.1,51.2
"902","Coffey","Kansas",17.2,14.2,65
"903","Comanche","Kansas",-1111.1,-1111.1,63.8
"904","Cowley","Kansas",27.4,18.2,67.9
"905","Crawford","Kansas",27.1,28.4,55.4
"906","Decatur","Kansas",-1111.1,27.3,40.4
"907","Dickinson","Kansas",22.5,17.9,47.3
"908","Doniphan","Kansas",25.7,14.9,46.5
"909","Douglas","Kansas",27.8,16.6,46.8
"910","Edwards","Kansas",-1111.1,-1111.1,50
"911","Elk","Kansas",23.1,29.9,66.8
"912","Ellis","Kansas",18.6,12.6,48.1
"913","Ellsworth","Kansas",26.3,29.8,48.4
"914","Finney","Kansas",24.6,23.9,44
"915","Ford","Kansas",29.7,24.9,57.6
"916","Franklin","Kansas",32.3,18.3,52.8
"917","Geary","Kansas",33.9,20.7,65.2
"918","Gove","Kansas",-1111.1,-1111.1,41.4
"919","Graham","Kansas",56.4,-1111.1,49.3
"920","Grant","Kansas",-1111.1,-1111.1,58.1
"921","Gray","Kansas",40.1,26.1,35.8
"922","Greeley","Kansas",-1111.1,-1111.1,-1111.1
"923","Greenwood","Kansas",33.3,22.6,72.2
"924","Hamilton","Kansas",-1111.1,-1111.1,55.9
"925","Harper","Kansas",27.8,27.9,67.8
"926","Harvey","Kansas",29.9,14.4,47.7
"927","Haskell","Kansas",-1111.1,-1111.1,45.9
"928","Hodgeman","Kansas",-1111.1,41.8,-1111.1
"929","Jackson","Kansas",23.8,25.2,54.3
"930","Jefferson","Kansas",15.7,21.5,54.5
"931","Jewell","Kansas",-1111.1,15.7,46.8
"932","Johnson","Kansas",23.9,16.4,47.7
"933","Kearny","Kansas",-1111.1,-1111.1,41.8
"934","Kingman","Kansas",24.1,15.6,45.3
"935","Kiowa","Kansas",-1111.1,-1111.1,29
"936","Labette","Kansas",27.9,28.7,58.3
"937","Lane","Kansas",-1111.1,-1111.1,35.4
"938","Leavenworth","Kansas",25.5,17.2,61.5
"939","Lincoln","Kansas",-1111.1,21.7,35.4
"940","Linn","Kansas",24.8,17.5,60.4
"941","Logan","Kansas",-1111.1,31.4,38
"942","Lyon","Kansas",22.7,17.3,52.3
"943","McPherson","Kansas",28.2,14.1,37.9
"944","Marion","Kansas",28,16.6,43.7
"945","Marshall","Kansas",28.2,25.3,42.6
"946","Meade","Kansas",34.9,-1111.1,35
"947","Miami","Kansas",31.6,17.3,43
"948","Mitchell","Kansas",27.1,17.6,39.9
"949","Montgomery","Kansas",21.6,25.4,68.3
"950","Morris","Kansas",-1111.1,18.3,52.6
"951","Morton","Kansas",-1111.1,-1111.1,34.5
"952","Nemaha","Kansas",23.1,14.2,40.1
"953","Neosho","Kansas",14.7,20.7,64.3
"954","Ness","Kansas",41.1,-1111.1,47.5
"955","Norton","Kansas",31.4,23,58.7
"956","Osage","Kansas",27.8,19,54.1
"957","Osborne","Kansas",47,21.5,67.9
"958","Ottawa","Kansas",27.7,17.5,41.7
"959","Pawnee","Kansas",31.7,15.2,57.6
"960","Phillips","Kansas",-1111.1,24.1,44.3
"961","Pottawatomie","Kansas",28.1,23.7,48.5
"962","Pratt","Kansas",38,15.6,48
"963","Rawlins","Kansas",35.7,21.6,42.4
"964","Reno","Kansas",26.5,18.7,50.4
"965","Republic","Kansas",16.2,18.4,38.4
"966","Rice","Kansas",20.7,18.2,52.6
"967","Riley","Kansas",21.3,15.6,44.9
"968","Rooks","Kansas",21.6,35.6,32.8
"969","Rush","Kansas",-1111.1,19.1,61.9
"970","Russell","Kansas",38,19.8,49
"971","Saline","Kansas",15.6,17.2,53.6
"972","Scott","Kansas",-1111.1,27.1,45.9
"973","Sedgwick","Kansas",31.1,20.2,56.6
"974","Seward","Kansas",29.6,17.5,54.3
"975","Shawnee","Kansas",25.4,22.2,62.2
"976","Sheridan","Kansas",-1111.1,30.4,22.2
"977","Sherman","Kansas",31.3,24.3,46.8
"978","Smith","Kansas",24.8,28,42.1
"979","Stafford","Kansas",-1111.1,27,49.9
"980","Stanton","Kansas",-1111.1,-1111.1,-1111.1
"981","Stevens","Kansas",-1111.1,-1111.1,36.4
"982","Sumner","Kansas",38.1,21.8,51.2
"983","Thomas","Kansas",19.1,23,46.7
"984","Trego","Kansas",-1111.1,17.4,43.4
"985","Wabaunsee","Kansas",30.8,16.7,55.5
